"","date","normTitleCategory","clicks.sum"
"19218",2017-09-28,"insurance",6383
"19219",2017-09-28,"legal",8202
"19220",2017-09-28,"management",75185
"19221",2017-09-28,"manufacturing",25630
"19222",2017-09-28,"marketing",16372
"19223",2017-09-28,"math",5321
"19224",2017-09-28,"meddental",4403
"19225",2017-09-28,"meddr",5677
"19226",2017-09-28,"media",6218
"19227",2017-09-28,"medinfo",14153
"19228",2017-09-28,"mednurse",44718
"19229",2017-09-28,"medtech",31300
"19230",2017-09-28,"military",300
"19231",2017-09-28,"mining",141
"19232",2017-09-28,"personal",4204
"19233",2017-09-28,"pharmacy",5779
"19234",2017-09-28,"project",12239
"19235",2017-09-28,"protective",16591
"19236",2017-09-28,"realestate",6666
"19237",2017-09-28,"retail",65125
"19238",2017-09-28,"sales",52002
"19239",2017-09-28,"sanitation",24836
"19240",2017-09-28,"science",10803
"19241",2017-09-28,"service",31735
"19242",2017-09-28,"socialscience",1126
"19243",2017-09-28,"sports",3202
"19244",2017-09-28,"tech",178
"19245",2017-09-28,"techhelp",14317
"19246",2017-09-28,"techinfo",18634
"19247",2017-09-28,"techsoftware",27045
"19248",2017-09-28,"therapy",10259
"19249",2017-09-28,"transport",7001
"19250",2017-09-28,"uncategorized",28716
"19251",2017-09-28,"veterinary",4428
"19252",2017-09-28,"warehouse",45750
"19253",2017-09-28,NA,48520
"19254",2017-09-29,"accounting",23816
"19255",2017-09-29,"admin",79531
"19256",2017-09-29,"agriculture",562
"19257",2017-09-29,"arch",1234
"19258",2017-09-29,"arts",3832
"19259",2017-09-29,"aviation",1233
"19260",2017-09-29,"care",8027
"19261",2017-09-29,"childcare",16804
"19262",2017-09-29,"construction",13425
"19263",2017-09-29,"customer",48200
"19264",2017-09-29,"driver",29933
"19265",2017-09-29,"education",21145
"19266",2017-09-29,"engchem",400
"19267",2017-09-29,"engcivil",1547
"19268",2017-09-29,"engelectric",2169
"19269",2017-09-29,"engid",5993
"19270",2017-09-29,"engmech",1896
"19271",2017-09-29,"finance",4369
"19272",2017-09-29,"food",40984
"19273",2017-09-29,"hospitality",2911
"19274",2017-09-29,"hr",19228
"19275",2017-09-29,"install",47451
"19276",2017-09-29,"insurance",5145
"19277",2017-09-29,"legal",7019
"19278",2017-09-29,"management",67307
"19279",2017-09-29,"manufacturing",22875
"19280",2017-09-29,"marketing",13827
"19281",2017-09-29,"math",4030
"19282",2017-09-29,"meddental",3752
"19283",2017-09-29,"meddr",5227
"19284",2017-09-29,"media",5497
"19285",2017-09-29,"medinfo",11777
"19286",2017-09-29,"mednurse",41296
"19287",2017-09-29,"medtech",28930
"19288",2017-09-29,"military",279
"19289",2017-09-29,"mining",238
"19290",2017-09-29,"personal",3695
"19291",2017-09-29,"pharmacy",5308
"19292",2017-09-29,"project",10670
"19293",2017-09-29,"protective",15071
"19294",2017-09-29,"realestate",6014
"19295",2017-09-29,"retail",57811
"19296",2017-09-29,"sales",43161
"19297",2017-09-29,"sanitation",20679
"19298",2017-09-29,"science",8994
"19299",2017-09-29,"service",27510
"19300",2017-09-29,"socialscience",804
"19301",2017-09-29,"sports",2458
"19302",2017-09-29,"tech",238
"19303",2017-09-29,"techhelp",11962
"19304",2017-09-29,"techinfo",15444
"19305",2017-09-29,"techsoftware",23008
"19306",2017-09-29,"therapy",8549
"19307",2017-09-29,"transport",6079
"19308",2017-09-29,"uncategorized",24697
"19309",2017-09-29,"veterinary",3901
"19310",2017-09-29,"warehouse",38277
"19311",2017-09-29,NA,43717
"19312",2017-09-30,"accounting",18160
"19313",2017-09-30,"admin",61002
"19314",2017-09-30,"agriculture",303
"19315",2017-09-30,"arch",924
"19316",2017-09-30,"arts",3027
"19317",2017-09-30,"aviation",972
"19318",2017-09-30,"care",6809
"19319",2017-09-30,"childcare",16349
"19320",2017-09-30,"construction",10740
"19321",2017-09-30,"customer",40178
"19322",2017-09-30,"driver",25365
"19323",2017-09-30,"education",18558
"19324",2017-09-30,"engchem",424
"19325",2017-09-30,"engcivil",1324
"19326",2017-09-30,"engelectric",2041
"19327",2017-09-30,"engid",5180
"19328",2017-09-30,"engmech",1342
"19329",2017-09-30,"finance",3649
"19330",2017-09-30,"food",37232
"19331",2017-09-30,"hospitality",2378
"19332",2017-09-30,"hr",13565
"19333",2017-09-30,"install",39261
"19334",2017-09-30,"insurance",3949
"19335",2017-09-30,"legal",6766
"19336",2017-09-30,"management",58095
"19337",2017-09-30,"manufacturing",18435
"19338",2017-09-30,"marketing",10910
"19339",2017-09-30,"math",3224
"19340",2017-09-30,"meddental",3181
"19341",2017-09-30,"meddr",4345
"19342",2017-09-30,"media",5273
"19343",2017-09-30,"medinfo",9191
"19344",2017-09-30,"mednurse",35572
"19345",2017-09-30,"medtech",23967
"19346",2017-09-30,"military",204
"19347",2017-09-30,"mining",185
"19348",2017-09-30,"personal",2676
"19349",2017-09-30,"pharmacy",3920
"19350",2017-09-30,"project",9011
"19351",2017-09-30,"protective",13147
"19352",2017-09-30,"realestate",4945
"19353",2017-09-30,"retail",67033
"19354",2017-09-30,"sales",33952
"19355",2017-09-30,"sanitation",19561
"19356",2017-09-30,"science",7421
"19357",2017-09-30,"service",22356
"19358",2017-09-30,"socialscience",706
"19359",2017-09-30,"sports",2180
"19360",2017-09-30,"tech",50
"19361",2017-09-30,"techhelp",11260
"19362",2017-09-30,"techinfo",11969
"19363",2017-09-30,"techsoftware",17532
"19364",2017-09-30,"therapy",7331
"19365",2017-09-30,"transport",4506
"19366",2017-09-30,"uncategorized",20024
"19367",2017-09-30,"veterinary",3131
"19368",2017-09-30,"warehouse",32655
"19369",2017-09-30,NA,39988
"19370",2017-10-01,"accounting",20121
"19371",2017-10-01,"admin",69442
"19372",2017-10-01,"agriculture",666
"19373",2017-10-01,"arch",1327
"19374",2017-10-01,"arts",3724
"19375",2017-10-01,"aviation",1445
"19376",2017-10-01,"care",8482
"19377",2017-10-01,"childcare",18294
"19378",2017-10-01,"construction",12294
"19379",2017-10-01,"customer",43502
"19380",2017-10-01,"driver",28556
"19381",2017-10-01,"education",20285
"19382",2017-10-01,"engchem",350
"19383",2017-10-01,"engcivil",1904
"19384",2017-10-01,"engelectric",1886
"19385",2017-10-01,"engid",5247
"19386",2017-10-01,"engmech",1443
"19387",2017-10-01,"finance",3735
"19388",2017-10-01,"food",40226
"19389",2017-10-01,"hospitality",2466
"19390",2017-10-01,"hr",15349
"19391",2017-10-01,"install",42933
"19392",2017-10-01,"insurance",4096
"19393",2017-10-01,"legal",7645
"19394",2017-10-01,"management",62875
"19395",2017-10-01,"manufacturing",20915
"19396",2017-10-01,"marketing",12246
"19397",2017-10-01,"math",3561
"19398",2017-10-01,"meddental",3225
"19399",2017-10-01,"meddr",4894
"19400",2017-10-01,"media",5210
"19401",2017-10-01,"medinfo",11476
"19402",2017-10-01,"mednurse",38922
"19403",2017-10-01,"medtech",26160
"19404",2017-10-01,"military",308
"19405",2017-10-01,"mining",195
"19406",2017-10-01,"personal",2948
"19407",2017-10-01,"pharmacy",4297
"19408",2017-10-01,"project",10465
"19409",2017-10-01,"protective",12807
"19410",2017-10-01,"realestate",5406
"19411",2017-10-01,"retail",57007
"19412",2017-10-01,"sales",41289
"19413",2017-10-01,"sanitation",21173
"19414",2017-10-01,"science",7788
"19415",2017-10-01,"service",25100
"19416",2017-10-01,"socialscience",743
"19417",2017-10-01,"sports",2795
"19418",2017-10-01,"tech",197
"19419",2017-10-01,"techhelp",12887
"19420",2017-10-01,"techinfo",13336
"19421",2017-10-01,"techsoftware",19061
"19422",2017-10-01,"therapy",7648
"19423",2017-10-01,"transport",4472
"19424",2017-10-01,"uncategorized",22075
"19425",2017-10-01,"veterinary",3735
"19426",2017-10-01,"warehouse",35243
"19427",2017-10-01,NA,43990
"19428",2017-10-02,"accounting",27394
"19429",2017-10-02,"admin",94631
"19430",2017-10-02,"agriculture",722
"19431",2017-10-02,"arch",1739
"19432",2017-10-02,"arts",5828
"19433",2017-10-02,"aviation",1990
"19434",2017-10-02,"care",10799
"19435",2017-10-02,"childcare",20768
"19436",2017-10-02,"construction",17775
"19437",2017-10-02,"customer",62194
"19438",2017-10-02,"driver",36287
"19439",2017-10-02,"education",24176
"19440",2017-10-02,"engchem",443
"19441",2017-10-02,"engcivil",2277
"19442",2017-10-02,"engelectric",2234
"19443",2017-10-02,"engid",6468
"19444",2017-10-02,"engmech",2049
"19445",2017-10-02,"finance",5583
"19446",2017-10-02,"food",51053
"19447",2017-10-02,"hospitality",2817
"19448",2017-10-02,"hr",20954
"19449",2017-10-02,"install",57260
"19450",2017-10-02,"insurance",5421
"19451",2017-10-02,"legal",10377
"19452",2017-10-02,"management",79483
"19453",2017-10-02,"manufacturing",27303
"19454",2017-10-02,"marketing",18233
"19455",2017-10-02,"math",4695
"19456",2017-10-02,"meddental",4373
"19457",2017-10-02,"meddr",6161
"19458",2017-10-02,"media",8342
"19459",2017-10-02,"medinfo",17260
"19460",2017-10-02,"mednurse",45755
"19461",2017-10-02,"medtech",31982
"19462",2017-10-02,"military",387
"19463",2017-10-02,"mining",265
"19464",2017-10-02,"personal",3987
"19465",2017-10-02,"pharmacy",5807
"19466",2017-10-02,"project",13417
"19467",2017-10-02,"protective",15110
"19468",2017-10-02,"realestate",7502
"19469",2017-10-02,"retail",69989
"19470",2017-10-02,"sales",56181
"19471",2017-10-02,"sanitation",26619
"19472",2017-10-02,"science",8986
"19473",2017-10-02,"service",34757
"19474",2017-10-02,"socialscience",749
"19475",2017-10-02,"sports",3088
"19476",2017-10-02,"tech",197
"19477",2017-10-02,"techhelp",16086
"19478",2017-10-02,"techinfo",18139
"19479",2017-10-02,"techsoftware",25394
"19480",2017-10-02,"therapy",9974
"19481",2017-10-02,"transport",6771
"19482",2017-10-02,"uncategorized",31126
"19483",2017-10-02,"veterinary",4556
"19484",2017-10-02,"warehouse",50607
"19485",2017-10-02,NA,54134
"19486",2017-10-03,"accounting",29043
"19487",2017-10-03,"admin",100724
"19488",2017-10-03,"agriculture",781
"19489",2017-10-03,"arch",2028
"19490",2017-10-03,"arts",7077
"19491",2017-10-03,"aviation",1649
"19492",2017-10-03,"care",10424
"19493",2017-10-03,"childcare",20001
"19494",2017-10-03,"construction",18418
"19495",2017-10-03,"customer",65726
"19496",2017-10-03,"driver",38414
"19497",2017-10-03,"education",24310
"19498",2017-10-03,"engchem",485
"19499",2017-10-03,"engcivil",2210
"19500",2017-10-03,"engelectric",2230
"19501",2017-10-03,"engid",6405
"19502",2017-10-03,"engmech",2057
"19503",2017-10-03,"finance",5306
"19504",2017-10-03,"food",50100
"19505",2017-10-03,"hospitality",3198
"19506",2017-10-03,"hr",23341
"19507",2017-10-03,"install",56068
"19508",2017-10-03,"insurance",6275
"19509",2017-10-03,"legal",10651
"19510",2017-10-03,"management",84789
"19511",2017-10-03,"manufacturing",28366
"19512",2017-10-03,"marketing",18859
"19513",2017-10-03,"math",4528
"19514",2017-10-03,"meddental",4275
"19515",2017-10-03,"meddr",6287
"19516",2017-10-03,"media",9049
"19517",2017-10-03,"medinfo",16534
"19518",2017-10-03,"mednurse",47510
"19519",2017-10-03,"medtech",33939
"19520",2017-10-03,"military",436
"19521",2017-10-03,"mining",200
"19522",2017-10-03,"personal",3880
"19523",2017-10-03,"pharmacy",6068
"19524",2017-10-03,"project",13461
"19525",2017-10-03,"protective",15881
"19526",2017-10-03,"realestate",7476
"19527",2017-10-03,"retail",70927
"19528",2017-10-03,"sales",56908
"19529",2017-10-03,"sanitation",27075
"19530",2017-10-03,"science",9466
"19531",2017-10-03,"service",35670
"19532",2017-10-03,"socialscience",825
"19533",2017-10-03,"sports",3371
"19534",2017-10-03,"tech",200
"19535",2017-10-03,"techhelp",16919
"19536",2017-10-03,"techinfo",19630
"19537",2017-10-03,"techsoftware",27365
"19538",2017-10-03,"therapy",10653
"19539",2017-10-03,"transport",7136
"19540",2017-10-03,"uncategorized",30812
"19541",2017-10-03,"veterinary",4727
"19542",2017-10-03,"warehouse",48898
"19543",2017-10-03,NA,53940
"19544",2017-10-04,"accounting",33362
"19545",2017-10-04,"admin",100278
"19546",2017-10-04,"agriculture",636
"19547",2017-10-04,"arch",2079
"19548",2017-10-04,"arts",7232
"19549",2017-10-04,"aviation",1485
"19550",2017-10-04,"care",10851
"19551",2017-10-04,"childcare",21022
"19552",2017-10-04,"construction",18302
"19553",2017-10-04,"customer",70644
"19554",2017-10-04,"driver",38441
"19555",2017-10-04,"education",24939
"19556",2017-10-04,"engchem",623
"19557",2017-10-04,"engcivil",2303
"19558",2017-10-04,"engelectric",2288
"19559",2017-10-04,"engid",6177
"19560",2017-10-04,"engmech",2245
"19561",2017-10-04,"finance",5427
"19562",2017-10-04,"food",49940
"19563",2017-10-04,"hospitality",3299
"19564",2017-10-04,"hr",21131
"19565",2017-10-04,"install",57111
"19566",2017-10-04,"insurance",5644
"19567",2017-10-04,"legal",10187
"19568",2017-10-04,"management",83821
"19569",2017-10-04,"manufacturing",27766
"19570",2017-10-04,"marketing",18562
"19571",2017-10-04,"math",5595
"19572",2017-10-04,"meddental",4094
"19573",2017-10-04,"meddr",6872
"19574",2017-10-04,"media",9338
"19575",2017-10-04,"medinfo",15818
"19576",2017-10-04,"mednurse",48742
"19577",2017-10-04,"medtech",34438
"19578",2017-10-04,"military",289
"19579",2017-10-04,"mining",252
"19580",2017-10-04,"personal",4142
"19581",2017-10-04,"pharmacy",6472
"19582",2017-10-04,"project",12454
"19583",2017-10-04,"protective",17529
"19584",2017-10-04,"realestate",6775
"19585",2017-10-04,"retail",71926
"19586",2017-10-04,"sales",57897
"19587",2017-10-04,"sanitation",26394
"19588",2017-10-04,"science",10737
"19589",2017-10-04,"service",34533
"19590",2017-10-04,"socialscience",733
"19591",2017-10-04,"sports",3396
"19592",2017-10-04,"tech",177
"19593",2017-10-04,"techhelp",14713
"19594",2017-10-04,"techinfo",20040
"19595",2017-10-04,"techsoftware",27825
"19596",2017-10-04,"therapy",10602
"19597",2017-10-04,"transport",6536
"19598",2017-10-04,"uncategorized",28475
"19599",2017-10-04,"veterinary",5591
"19600",2017-10-04,"warehouse",47812
"19601",2017-10-04,NA,53113
"19602",2017-10-05,"accounting",30784
"19603",2017-10-05,"admin",94695
"19604",2017-10-05,"agriculture",582
"19605",2017-10-05,"arch",2231
"19606",2017-10-05,"arts",5835
"19607",2017-10-05,"aviation",1328
"19608",2017-10-05,"care",10107
"19609",2017-10-05,"childcare",19098
"19610",2017-10-05,"construction",17712
"19611",2017-10-05,"customer",65091
"19612",2017-10-05,"driver",35576
"19613",2017-10-05,"education",24423
"19614",2017-10-05,"engchem",618
"19615",2017-10-05,"engcivil",2116
"19616",2017-10-05,"engelectric",1984
"19617",2017-10-05,"engid",6065
"19618",2017-10-05,"engmech",2127
"19619",2017-10-05,"finance",6531
"19620",2017-10-05,"food",47275
"19621",2017-10-05,"hospitality",3371
"19622",2017-10-05,"hr",19527
"19623",2017-10-05,"install",54958
"19624",2017-10-05,"insurance",5843
"19625",2017-10-05,"legal",8659
"19626",2017-10-05,"management",79087
"19627",2017-10-05,"manufacturing",27072
"19628",2017-10-05,"marketing",17515
"19629",2017-10-05,"math",4284
"19630",2017-10-05,"meddental",4175
"19631",2017-10-05,"meddr",6081
"19632",2017-10-05,"media",7772
"19633",2017-10-05,"medinfo",14572
"19634",2017-10-05,"mednurse",48680
"19635",2017-10-05,"medtech",33009
"19636",2017-10-05,"military",360
"19637",2017-10-05,"mining",233
"19638",2017-10-05,"personal",3627
"19639",2017-10-05,"pharmacy",7280
"19640",2017-10-05,"project",12530
"19641",2017-10-05,"protective",17820
"19642",2017-10-05,"realestate",6787
"19643",2017-10-05,"retail",68009
"19644",2017-10-05,"sales",53556
"19645",2017-10-05,"sanitation",25583
"19646",2017-10-05,"science",10581
"19647",2017-10-05,"service",34491
"19648",2017-10-05,"socialscience",835
"19649",2017-10-05,"sports",3394
"19650",2017-10-05,"tech",120
"19651",2017-10-05,"techhelp",12771
"19652",2017-10-05,"techinfo",18487
"19653",2017-10-05,"techsoftware",28433
"19654",2017-10-05,"therapy",10818
"19655",2017-10-05,"transport",5802
"19656",2017-10-05,"uncategorized",26217
"19657",2017-10-05,"veterinary",5038
"19658",2017-10-05,"warehouse",45966
"19659",2017-10-05,NA,49044
"19660",2017-10-06,"accounting",25116
"19661",2017-10-06,"admin",80052
"19662",2017-10-06,"agriculture",397
"19663",2017-10-06,"arch",1990
"19664",2017-10-06,"arts",5132
"19665",2017-10-06,"aviation",1258
"19666",2017-10-06,"care",9143
"19667",2017-10-06,"childcare",16395
"19668",2017-10-06,"construction",14947
"19669",2017-10-06,"customer",52407
"19670",2017-10-06,"driver",31290
"19671",2017-10-06,"education",22839
"19672",2017-10-06,"engchem",487
"19673",2017-10-06,"engcivil",1966
"19674",2017-10-06,"engelectric",2358
"19675",2017-10-06,"engid",5849
"19676",2017-10-06,"engmech",1515
"19677",2017-10-06,"finance",5579
"19678",2017-10-06,"food",39988
"19679",2017-10-06,"hospitality",3024
"19680",2017-10-06,"hr",17550
"19681",2017-10-06,"install",47785
"19682",2017-10-06,"insurance",4469
"19683",2017-10-06,"legal",7372
"19684",2017-10-06,"management",68271
"19685",2017-10-06,"manufacturing",25107
"19686",2017-10-06,"marketing",18111
"19687",2017-10-06,"math",4366
"19688",2017-10-06,"meddental",4057
"19689",2017-10-06,"meddr",5019
"19690",2017-10-06,"media",6578
"19691",2017-10-06,"medinfo",12112
"19692",2017-10-06,"mednurse",43360
"19693",2017-10-06,"medtech",29743
"19694",2017-10-06,"military",294
"19695",2017-10-06,"mining",198
"19696",2017-10-06,"personal",3212
"19697",2017-10-06,"pharmacy",6067
"19698",2017-10-06,"project",10762
"19699",2017-10-06,"protective",15566
"19700",2017-10-06,"realestate",5893
"19701",2017-10-06,"retail",58350
"19702",2017-10-06,"sales",47698
"19703",2017-10-06,"sanitation",22495
"19704",2017-10-06,"science",9341
"19705",2017-10-06,"service",30416
"19706",2017-10-06,"socialscience",602
"19707",2017-10-06,"sports",2901
"19708",2017-10-06,"tech",253
"19709",2017-10-06,"techhelp",11519
"19710",2017-10-06,"techinfo",17680
"19711",2017-10-06,"techsoftware",26267
"19712",2017-10-06,"therapy",9593
"19713",2017-10-06,"transport",4768
"19714",2017-10-06,"uncategorized",24065
"19715",2017-10-06,"veterinary",4200
"19716",2017-10-06,"warehouse",40130
"19717",2017-10-06,NA,44327
"19718",2017-10-07,"accounting",18653
"19719",2017-10-07,"admin",60825
"19720",2017-10-07,"agriculture",428
"19721",2017-10-07,"arch",1515
"19722",2017-10-07,"arts",4223
"19723",2017-10-07,"aviation",1088
"19724",2017-10-07,"care",7949
"19725",2017-10-07,"childcare",15362
"19726",2017-10-07,"construction",12247
"19727",2017-10-07,"customer",44453
"19728",2017-10-07,"driver",27423
"19729",2017-10-07,"education",19508
"19730",2017-10-07,"engchem",385
"19731",2017-10-07,"engcivil",1656
"19732",2017-10-07,"engelectric",2101
"19733",2017-10-07,"engid",4398
"19734",2017-10-07,"engmech",1234
"19735",2017-10-07,"finance",3968
"19736",2017-10-07,"food",35837
"19737",2017-10-07,"hospitality",2743
"19738",2017-10-07,"hr",13201
"19739",2017-10-07,"install",39100
"19740",2017-10-07,"insurance",3622
"19741",2017-10-07,"legal",5649
"19742",2017-10-07,"management",56257
"19743",2017-10-07,"manufacturing",19791
"19744",2017-10-07,"marketing",14355
"19745",2017-10-07,"math",3520
"19746",2017-10-07,"meddental",2924
"19747",2017-10-07,"meddr",4601
"19748",2017-10-07,"media",5019
"19749",2017-10-07,"medinfo",9406
"19750",2017-10-07,"mednurse",37761
"19751",2017-10-07,"medtech",24096
"19752",2017-10-07,"military",204
"19753",2017-10-07,"mining",130
"19754",2017-10-07,"personal",2992
"19755",2017-10-07,"pharmacy",5000
"19756",2017-10-07,"project",8755
"19757",2017-10-07,"protective",12292
"19758",2017-10-07,"realestate",4554
"19759",2017-10-07,"retail",49625
"19760",2017-10-07,"sales",37417
"19761",2017-10-07,"sanitation",19029
"19762",2017-10-07,"science",7505
"19763",2017-10-07,"service",24453
"19764",2017-10-07,"socialscience",525
"19765",2017-10-07,"sports",2396
"19766",2017-10-07,"tech",194
"19767",2017-10-07,"techhelp",8510
"19768",2017-10-07,"techinfo",13479
"19769",2017-10-07,"techsoftware",18099
"19770",2017-10-07,"therapy",7827
"19771",2017-10-07,"transport",3884
"19772",2017-10-07,"uncategorized",20964
"19773",2017-10-07,"veterinary",3540
"19774",2017-10-07,"warehouse",31139
"19775",2017-10-07,NA,36551
"19776",2017-10-08,"accounting",21124
"19777",2017-10-08,"admin",68683
"19778",2017-10-08,"agriculture",442
"19779",2017-10-08,"arch",1479
"19780",2017-10-08,"arts",5227
"19781",2017-10-08,"aviation",1125
"19782",2017-10-08,"care",8553
"19783",2017-10-08,"childcare",16919
"19784",2017-10-08,"construction",13329
"19785",2017-10-08,"customer",46430
"19786",2017-10-08,"driver",31917
"19787",2017-10-08,"education",20639
"19788",2017-10-08,"engchem",509
"19789",2017-10-08,"engcivil",1611
"19790",2017-10-08,"engelectric",2148
"19791",2017-10-08,"engid",4835
"19792",2017-10-08,"engmech",1405
"19793",2017-10-08,"finance",4117
"19794",2017-10-08,"food",39180
"19795",2017-10-08,"hospitality",2694
"19796",2017-10-08,"hr",14687
"19797",2017-10-08,"install",43400
"19798",2017-10-08,"insurance",3817
"19799",2017-10-08,"legal",6616
"19800",2017-10-08,"management",61897
"19801",2017-10-08,"manufacturing",20869
"19802",2017-10-08,"marketing",15275
"19803",2017-10-08,"math",3663
"19804",2017-10-08,"meddental",2749
"19805",2017-10-08,"meddr",4683
"19806",2017-10-08,"media",6132
"19807",2017-10-08,"medinfo",10430
"19808",2017-10-08,"mednurse",39116
"19809",2017-10-08,"medtech",25771
"19810",2017-10-08,"military",213
"19811",2017-10-08,"mining",134
"19812",2017-10-08,"personal",3439
"19813",2017-10-08,"pharmacy",4910
"19814",2017-10-08,"project",9454
"19815",2017-10-08,"protective",13003
"19816",2017-10-08,"realestate",5565
"19817",2017-10-08,"retail",55281
"19818",2017-10-08,"sales",41200
"19819",2017-10-08,"sanitation",21301
"19820",2017-10-08,"science",8013
"19821",2017-10-08,"service",26269
"19822",2017-10-08,"socialscience",524
"19823",2017-10-08,"sports",2603
"19824",2017-10-08,"tech",220
"19825",2017-10-08,"techhelp",8702
"19826",2017-10-08,"techinfo",13691
"19827",2017-10-08,"techsoftware",19349
"19828",2017-10-08,"therapy",8310
"19829",2017-10-08,"transport",4192
"19830",2017-10-08,"uncategorized",22233
"19831",2017-10-08,"veterinary",3947
"19832",2017-10-08,"warehouse",33723
"19833",2017-10-08,NA,42818
"19834",2017-10-09,"accounting",29091
"19835",2017-10-09,"admin",103541
"19836",2017-10-09,"agriculture",619
"19837",2017-10-09,"arch",1860
"19838",2017-10-09,"arts",6501
"19839",2017-10-09,"aviation",1413
"19840",2017-10-09,"care",11051
"19841",2017-10-09,"childcare",21934
"19842",2017-10-09,"construction",16383
"19843",2017-10-09,"customer",65168
"19844",2017-10-09,"driver",40711
"19845",2017-10-09,"education",25487
"19846",2017-10-09,"engchem",418
"19847",2017-10-09,"engcivil",1984
"19848",2017-10-09,"engelectric",2575
"19849",2017-10-09,"engid",6025
"19850",2017-10-09,"engmech",1989
"19851",2017-10-09,"finance",6161
"19852",2017-10-09,"food",49224
"19853",2017-10-09,"hospitality",3300
"19854",2017-10-09,"hr",20504
"19855",2017-10-09,"install",57483
"19856",2017-10-09,"insurance",5051
"19857",2017-10-09,"legal",9222
"19858",2017-10-09,"management",79616
"19859",2017-10-09,"manufacturing",28073
"19860",2017-10-09,"marketing",19541
"19861",2017-10-09,"math",4942
"19862",2017-10-09,"meddental",3874
"19863",2017-10-09,"meddr",6434
"19864",2017-10-09,"media",8473
"19865",2017-10-09,"medinfo",13644
"19866",2017-10-09,"mednurse",50394
"19867",2017-10-09,"medtech",32755
"19868",2017-10-09,"military",480
"19869",2017-10-09,"mining",436
"19870",2017-10-09,"personal",4031
"19871",2017-10-09,"pharmacy",6244
"19872",2017-10-09,"project",13300
"19873",2017-10-09,"protective",16398
"19874",2017-10-09,"realestate",8409
"19875",2017-10-09,"retail",68081
"19876",2017-10-09,"sales",56756
"19877",2017-10-09,"sanitation",27486
"19878",2017-10-09,"science",10949
"19879",2017-10-09,"service",33228
"19880",2017-10-09,"socialscience",1033
"19881",2017-10-09,"sports",3245
"19882",2017-10-09,"tech",208
"19883",2017-10-09,"techhelp",12018
"19884",2017-10-09,"techinfo",18703
"19885",2017-10-09,"techsoftware",26556
"19886",2017-10-09,"therapy",10243
"19887",2017-10-09,"transport",5111
"19888",2017-10-09,"uncategorized",27636
"19889",2017-10-09,"veterinary",4804
"19890",2017-10-09,"warehouse",49178
"19891",2017-10-09,NA,52890
"19892",2017-10-10,"accounting",24980
"19893",2017-10-10,"admin",89770
"19894",2017-10-10,"agriculture",590
"19895",2017-10-10,"arch",1831
"19896",2017-10-10,"arts",5737
"19897",2017-10-10,"aviation",1386
"19898",2017-10-10,"care",8872
"19899",2017-10-10,"childcare",18706
"19900",2017-10-10,"construction",15885
"19901",2017-10-10,"customer",56254
"19902",2017-10-10,"driver",33728
"19903",2017-10-10,"education",22981
"19904",2017-10-10,"engchem",353
"19905",2017-10-10,"engcivil",2024
"19906",2017-10-10,"engelectric",2285
"19907",2017-10-10,"engid",5876
"19908",2017-10-10,"engmech",1988
"19909",2017-10-10,"finance",5679
"19910",2017-10-10,"food",41536
"19911",2017-10-10,"hospitality",2432
"19912",2017-10-10,"hr",16582
"19913",2017-10-10,"install",50064
"19914",2017-10-10,"insurance",4555
"19915",2017-10-10,"legal",8236
"19916",2017-10-10,"management",72226
"19917",2017-10-10,"manufacturing",26140
"19918",2017-10-10,"marketing",16417
"19919",2017-10-10,"math",4647
"19920",2017-10-10,"meddental",3260
"19921",2017-10-10,"meddr",5874
"19922",2017-10-10,"media",8382
"19923",2017-10-10,"medinfo",12246
"19924",2017-10-10,"mednurse",45727
"19925",2017-10-10,"medtech",28792
"19926",2017-10-10,"military",259
"19927",2017-10-10,"mining",346
"19928",2017-10-10,"personal",3666
"19929",2017-10-10,"pharmacy",6508
"19930",2017-10-10,"project",10864
"19931",2017-10-10,"protective",13824
"19932",2017-10-10,"realestate",6931
"19933",2017-10-10,"retail",60805
"19934",2017-10-10,"sales",52231
"19935",2017-10-10,"sanitation",22724
"19936",2017-10-10,"science",8982
"19937",2017-10-10,"service",28831
"19938",2017-10-10,"socialscience",1480
"19939",2017-10-10,"sports",3828
"19940",2017-10-10,"tech",108
"19941",2017-10-10,"techhelp",10429
"19942",2017-10-10,"techinfo",19176
"19943",2017-10-10,"techsoftware",25577
"19944",2017-10-10,"therapy",9766
"19945",2017-10-10,"transport",5705
"19946",2017-10-10,"uncategorized",23761
"19947",2017-10-10,"veterinary",3999
"19948",2017-10-10,"warehouse",44074
"19949",2017-10-10,NA,198928
"19950",2017-10-11,"accounting",28866
"19951",2017-10-11,"admin",103542
"19952",2017-10-11,"agriculture",850
"19953",2017-10-11,"arch",1986
"19954",2017-10-11,"arts",6255
"19955",2017-10-11,"aviation",1786
"19956",2017-10-11,"care",10118
"19957",2017-10-11,"childcare",19033
"19958",2017-10-11,"construction",17242
"19959",2017-10-11,"customer",62983
"19960",2017-10-11,"driver",38252
"19961",2017-10-11,"education",26070
"19962",2017-10-11,"engchem",327
"19963",2017-10-11,"engcivil",2293
"19964",2017-10-11,"engelectric",2707
"19965",2017-10-11,"engid",6196
"19966",2017-10-11,"engmech",1975
"19967",2017-10-11,"finance",5947
"19968",2017-10-11,"food",46739
"19969",2017-10-11,"hospitality",3009
"19970",2017-10-11,"hr",21549
"19971",2017-10-11,"install",56418
